road,one-plus-o218,one-plus-o220,random--la1010,random--la1018,random--la26,random--la219,random--la33,random--la42,random--la427,random--la435,random--la438,random--la439,random--la53,random--la514,random--la515,random--la520,random--la62,random--la620,random--la654,random--la655,random--la656,random--la658,random--la74,random--la78,random--la722,random--la727,random--la82,random--la86,random--la87,random--la924
random--la438,0.6875,0.6875,0.75,0.5625,0.75,0.9375,0.625,0.8125,0.6875,0.75,1.0,0.75,0.5625,0.6875,0.5625,0.5625,0.5625,0.8125,0.625,0.6875,0.625,0.6875,0.625,0.6875,0.9375,0.75,0.5625,0.9375,0.6875,0.75
random--la439,0.5625,0.5625,0.625,0.4375,0.875,0.6875,0.875,0.8125,0.8125,1.0,0.75,1.0,0.8125,0.5625,0.8125,0.4375,0.8125,0.9375,0.5,0.4375,0.875,0.8125,0.875,0.8125,0.6875,0.875,0.4375,0.6875,0.8125,0.875
random--la53,0.375,0.375,0.6875,0.25,0.6875,0.5,0.9375,0.625,0.875,0.8125,0.5625,0.8125,1.0,0.375,1.0,0.5,1.0,0.75,0.5625,0.25,0.9375,0.875,0.9375,0.875,0.5,0.6875,0.5,0.5,0.875,0.6875
random--la514,1.0,0.75,0.6875,0.75,0.4375,0.75,0.4375,0.5,0.5,0.5625,0.6875,0.5625,0.375,1.0,0.375,0.875,0.375,0.5,0.8125,0.875,0.4375,0.5,0.4375,0.5,0.625,0.4375,0.875,0.625,0.5,0.4375
random--la515,0.375,0.375,0.6875,0.25,0.6875,0.5,0.9375,0.625,0.875,0.8125,0.5625,0.8125,1.0,0.375,1.0,0.5,1.0,0.75,0.5625,0.25,0.9375,0.875,0.9375,0.875,0.5,0.6875,0.5,0.5,0.875,0.6875
random--la520,0.875,0.625,0.8125,0.625,0.3125,0.625,0.5625,0.375,0.625,0.4375,0.5625,0.4375,0.5,0.875,0.5,1.0,0.5,0.375,0.9375,0.75,0.5625,0.625,0.5625,0.625,0.5,0.3125,1.0,0.5,0.625,0.3125
random--la62,0.375,0.375,0.6875,0.25,0.6875,0.5,0.9375,0.625,0.875,0.8125,0.5625,0.8125,1.0,0.375,1.0,0.5,1.0,0.75,0.5625,0.25,0.9375,0.875,0.9375,0.875,0.5,0.6875,0.5,0.5,0.875,0.6875
random--la620,0.5,0.625,0.5625,0.5,0.9375,0.75,0.8125,0.875,0.75,0.9375,0.8125,0.9375,0.75,0.5,0.75,0.375,0.75,1.0,0.4375,0.5,0.8125,0.75,0.8125,0.75,0.75,0.9375,0.375,0.75,0.75,0.9375
random--la654,0.8125,0.5625,0.75,0.5625,0.375,0.5625,0.625,0.4375,0.6875,0.5,0.625,0.5,0.5625,0.8125,0.5625,0.9375,0.5625,0.4375,1.0,0.6875,0.625,0.6875,0.625,0.6875,0.5625,0.375,0.9375,0.5625,0.6875,0.375
random--la655,0.875,0.875,0.5625,0.75,0.5625,0.75,0.3125,0.625,0.375,0.4375,0.6875,0.4375,0.25,0.875,0.25,0.75,0.25,0.5,0.6875,1.0,0.3125,0.375,0.3125,0.375,0.75,0.5625,0.75,0.75,0.375,0.5625
random--la656,0.4375,0.4375,0.75,0.3125,0.75,0.5625,1.0,0.6875,0.9375,0.875,0.625,0.875,0.9375,0.4375,0.9375,0.5625,0.9375,0.8125,0.625,0.3125,1.0,0.9375,1.0,0.9375,0.5625,0.75,0.5625,0.5625,0.9375,0.75
random--la658,0.5,0.5,0.8125,0.375,0.6875,0.625,0.9375,0.75,1.0,0.8125,0.6875,0.8125,0.875,0.5,0.875,0.625,0.875,0.75,0.6875,0.375,0.9375,1.0,0.9375,1.0,0.625,0.6875,0.625,0.625,1.0,0.6875
random--la74,0.4375,0.4375,0.75,0.3125,0.75,0.5625,1.0,0.6875,0.9375,0.875,0.625,0.875,0.9375,0.4375,0.9375,0.5625,0.9375,0.8125,0.625,0.3125,1.0,0.9375,1.0,0.9375,0.5625,0.75,0.5625,0.5625,0.9375,0.75
random--la78,0.5,0.5,0.8125,0.375,0.6875,0.625,0.9375,0.75,1.0,0.8125,0.6875,0.8125,0.875,0.5,0.875,0.625,0.875,0.75,0.6875,0.375,0.9375,1.0,0.9375,1.0,0.625,0.6875,0.625,0.625,1.0,0.6875
random--la722,0.625,0.75,0.6875,0.5,0.8125,0.875,0.5625,0.875,0.625,0.6875,0.9375,0.6875,0.5,0.625,0.5,0.5,0.5,0.75,0.5625,0.75,0.5625,0.625,0.5625,0.625,1.0,0.8125,0.5,1.0,0.625,0.8125
random--la727,0.4375,0.6875,0.5,0.4375,1.0,0.6875,0.75,0.9375,0.6875,0.875,0.75,0.875,0.6875,0.4375,0.6875,0.3125,0.6875,0.9375,0.375,0.5625,0.75,0.6875,0.75,0.6875,0.8125,1.0,0.3125,0.8125,0.6875,1.0
random--la82,0.875,0.625,0.8125,0.625,0.3125,0.625,0.5625,0.375,0.625,0.4375,0.5625,0.4375,0.5,0.875,0.5,1.0,0.5,0.375,0.9375,0.75,0.5625,0.625,0.5625,0.625,0.5,0.3125,1.0,0.5,0.625,0.3125
random--la86,0.625,0.75,0.6875,0.5,0.8125,0.875,0.5625,0.875,0.625,0.6875,0.9375,0.6875,0.5,0.625,0.5,0.5,0.5,0.75,0.5625,0.75,0.5625,0.625,0.5625,0.625,1.0,0.8125,0.5,1.0,0.625,0.8125
random--la87,0.5,0.5,0.8125,0.375,0.6875,0.625,0.9375,0.75,1.0,0.8125,0.6875,0.8125,0.875,0.5,0.875,0.625,0.875,0.75,0.6875,0.375,0.9375,1.0,0.9375,1.0,0.625,0.6875,0.625,0.625,1.0,0.6875
random--la924,0.4375,0.6875,0.5,0.4375,1.0,0.6875,0.75,0.9375,0.6875,0.875,0.75,0.875,0.6875,0.4375,0.6875,0.3125,0.6875,0.9375,0.375,0.5625,0.75,0.6875,0.75,0.6875,0.8125,1.0,0.3125,0.8125,0.6875,1.0
