road,one-plus-o218,one-plus-o220,random--la1010,random--la1018,random--la26,random--la219,random--la33,random--la42,random--la427,random--la435,random--la438,random--la439,random--la53,random--la514,random--la515,random--la520,random--la62,random--la620,random--la654,random--la655,random--la656,random--la658,random--la74,random--la78,random--la722,random--la727,random--la82,random--la86,random--la87,random--la924
random--la438,0.9375,0.875,0.9375,1.0,0.875,0.9375,0.875,0.875,0.875,0.875,1.0,0.875,0.875,0.9375,0.875,0.9375,0.875,0.875,0.9375,0.9375,0.875,0.875,0.875,0.875,0.875,0.875,0.9375,0.9375,0.875,0.875
random--la439,0.9375,1.0,0.9375,0.875,1.0,0.9375,1.0,1.0,1.0,1.0,0.875,1.0,1.0,0.9375,1.0,0.8125,1.0,1.0,0.9375,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,0.9375,1.0,1.0
random--la53,0.9375,1.0,0.9375,0.875,1.0,0.9375,1.0,1.0,1.0,1.0,0.875,1.0,1.0,0.9375,1.0,0.8125,1.0,1.0,0.9375,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,0.9375,1.0,1.0
random--la514,1.0,0.9375,1.0,0.9375,0.9375,1.0,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,1.0,0.9375,0.875,0.9375,0.9375,1.0,1.0,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,1.0,1.0,0.9375,0.9375
random--la515,0.9375,1.0,0.9375,0.875,1.0,0.9375,1.0,1.0,1.0,1.0,0.875,1.0,1.0,0.9375,1.0,0.8125,1.0,1.0,0.9375,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,0.9375,1.0,1.0
random--la520,0.875,0.8125,0.875,0.9375,0.8125,0.875,0.8125,0.8125,0.8125,0.8125,0.9375,0.8125,0.8125,0.875,0.8125,1.0,0.8125,0.8125,0.875,0.875,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.875,0.875,0.8125,0.8125
random--la62,0.9375,1.0,0.9375,0.875,1.0,0.9375,1.0,1.0,1.0,1.0,0.875,1.0,1.0,0.9375,1.0,0.8125,1.0,1.0,0.9375,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,0.9375,1.0,1.0
random--la620,0.9375,1.0,0.9375,0.875,1.0,0.9375,1.0,1.0,1.0,1.0,0.875,1.0,1.0,0.9375,1.0,0.8125,1.0,1.0,0.9375,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,0.9375,1.0,1.0
random--la654,1.0,0.9375,1.0,0.9375,0.9375,1.0,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,1.0,0.9375,0.875,0.9375,0.9375,1.0,1.0,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,1.0,1.0,0.9375,0.9375
random--la655,1.0,0.9375,1.0,0.9375,0.9375,1.0,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,1.0,0.9375,0.875,0.9375,0.9375,1.0,1.0,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,1.0,1.0,0.9375,0.9375
random--la656,0.9375,1.0,0.9375,0.875,1.0,0.9375,1.0,1.0,1.0,1.0,0.875,1.0,1.0,0.9375,1.0,0.8125,1.0,1.0,0.9375,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,0.9375,1.0,1.0
random--la658,0.9375,1.0,0.9375,0.875,1.0,0.9375,1.0,1.0,1.0,1.0,0.875,1.0,1.0,0.9375,1.0,0.8125,1.0,1.0,0.9375,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,0.9375,1.0,1.0
random--la74,0.9375,1.0,0.9375,0.875,1.0,0.9375,1.0,1.0,1.0,1.0,0.875,1.0,1.0,0.9375,1.0,0.8125,1.0,1.0,0.9375,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,0.9375,1.0,1.0
random--la78,0.9375,1.0,0.9375,0.875,1.0,0.9375,1.0,1.0,1.0,1.0,0.875,1.0,1.0,0.9375,1.0,0.8125,1.0,1.0,0.9375,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,0.9375,1.0,1.0
random--la722,0.9375,1.0,0.9375,0.875,1.0,0.9375,1.0,1.0,1.0,1.0,0.875,1.0,1.0,0.9375,1.0,0.8125,1.0,1.0,0.9375,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,0.9375,1.0,1.0
random--la727,0.9375,1.0,0.9375,0.875,1.0,0.9375,1.0,1.0,1.0,1.0,0.875,1.0,1.0,0.9375,1.0,0.8125,1.0,1.0,0.9375,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,0.9375,1.0,1.0
random--la82,1.0,0.9375,1.0,0.9375,0.9375,1.0,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,1.0,0.9375,0.875,0.9375,0.9375,1.0,1.0,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,1.0,1.0,0.9375,0.9375
random--la86,1.0,0.9375,1.0,0.9375,0.9375,1.0,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,1.0,0.9375,0.875,0.9375,0.9375,1.0,1.0,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,1.0,1.0,0.9375,0.9375
random--la87,0.9375,1.0,0.9375,0.875,1.0,0.9375,1.0,1.0,1.0,1.0,0.875,1.0,1.0,0.9375,1.0,0.8125,1.0,1.0,0.9375,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,0.9375,1.0,1.0
random--la924,0.9375,1.0,0.9375,0.875,1.0,0.9375,1.0,1.0,1.0,1.0,0.875,1.0,1.0,0.9375,1.0,0.8125,1.0,1.0,0.9375,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,0.9375,1.0,1.0
