road,one-plus-o1011,one-plus-o212,one-plus-o217,one-plus-o219,one-plus-o232,one-plus-o239,one-plus-o39,one-plus-o313,one-plus-o357,random--la12,random--la17,random--la1014,random--la1024,random--la24,random--la211,random--la213,random--la228,random--la315,random--la43,random--la410,random--la419,random--la433,random--la52,random--la518,random--la62,random--la733,random--la819,random--la824,random--la916,random--la926
random--la17,0.5,0.5454545454545454,0.6363636363636364,0.6363636363636364,0.5,0.6,0.36363636363636365,0.36363636363636365,0.6,0.5454545454545454,1.0,0.7,0.6363636363636364,0.6363636363636364,0.7777777777777778,0.7,0.45454545454545453,0.45454545454545453,0.5833333333333334,0.7,0.8888888888888888,0.5454545454545454,1.0,0.5454545454545454,0.8888888888888888,0.5454545454545454,0.7272727272727273,0.7,0.4444444444444444,0.6
random--la1014,0.7777777777777778,0.6363636363636364,0.7272727272727273,0.7272727272727273,0.45454545454545453,0.5454545454545454,0.6,0.6,0.7,0.5,0.7,1.0,0.7272727272727273,0.5833333333333334,0.7,0.5,0.7,0.7,0.8181818181818182,0.8,0.6363636363636364,0.5,0.7,0.5,0.8,0.8,0.5384615384615384,0.6363636363636364,0.4,0.5454545454545454
random--la1024,0.5454545454545454,0.9,0.8181818181818182,0.8181818181818182,0.5454545454545454,0.6363636363636364,0.5454545454545454,0.5454545454545454,0.6363636363636364,0.7272727272727273,0.6363636363636364,0.7272727272727273,1.0,0.6666666666666666,0.6363636363636364,0.7272727272727273,0.5,0.6363636363636364,0.75,0.7272727272727273,0.5833333333333334,0.5833333333333334,0.6363636363636364,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.6153846153846154,0.5833333333333334,0.5,0.8
random--la24,0.4166666666666667,0.5833333333333334,0.6666666666666666,0.6666666666666666,0.5454545454545454,0.6363636363636364,0.5454545454545454,0.5454545454545454,0.6363636363636364,0.5833333333333334,0.6363636363636364,0.5833333333333334,0.6666666666666666,1.0,0.6363636363636364,0.7272727272727273,0.5,0.5,0.75,0.5833333333333334,0.7272727272727273,0.46153846153846156,0.6363636363636364,0.46153846153846156,0.5833333333333334,0.5833333333333334,0.75,0.5833333333333334,0.36363636363636365,0.6363636363636364
random--la211,0.5,0.5454545454545454,0.6363636363636364,0.6363636363636364,0.5,0.6,0.5,0.5,0.7777777777777778,0.5454545454545454,0.7777777777777778,0.7,0.6363636363636364,0.6363636363636364,1.0,0.7,0.45454545454545453,0.6,0.7272727272727273,0.5454545454545454,0.7,0.4166666666666667,0.7777777777777778,0.5454545454545454,0.7,0.7,0.7272727272727273,0.5454545454545454,0.3,0.6
random--la213,0.3333333333333333,0.6363636363636364,0.5833333333333334,0.5833333333333334,0.45454545454545453,0.5454545454545454,0.3333333333333333,0.3333333333333333,0.5454545454545454,0.8,0.7,0.5,0.7272727272727273,0.7272727272727273,0.7,1.0,0.4166666666666667,0.4166666666666667,0.6666666666666666,0.5,0.8,0.6363636363636364,0.7,0.6363636363636364,0.6363636363636364,0.5,0.8181818181818182,0.6363636363636364,0.4,0.7
random--la228,0.6666666666666666,0.5454545454545454,0.6363636363636364,0.6363636363636364,0.5,0.6,0.6666666666666666,0.6666666666666666,0.6,0.5454545454545454,0.45454545454545453,0.7,0.5,0.5,0.45454545454545453,0.4166666666666667,1.0,0.45454545454545453,0.7272727272727273,0.5454545454545454,0.5454545454545454,0.4166666666666667,0.45454545454545453,0.3076923076923077,0.5454545454545454,0.7,0.46153846153846156,0.5454545454545454,0.3,0.3333333333333333
random--la315,0.5,0.5454545454545454,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.45454545454545453,0.5,0.5,0.6,0.4166666666666667,0.45454545454545453,0.7,0.6363636363636364,0.5,0.6,0.4166666666666667,0.45454545454545453,1.0,0.7272727272727273,0.7,0.4166666666666667,0.3076923076923077,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.7,0.46153846153846156,0.5454545454545454,0.3,0.6
random--la43,0.6363636363636364,0.6666666666666666,0.75,0.75,0.5,0.5833333333333334,0.6363636363636364,0.6363636363636364,0.7272727272727273,0.6666666666666666,0.5833333333333334,0.8181818181818182,0.75,0.75,0.7272727272727273,0.6666666666666666,0.7272727272727273,0.7272727272727273,1.0,0.6666666666666666,0.6666666666666666,0.5384615384615384,0.5833333333333334,0.5384615384615384,0.6666666666666666,0.8181818181818182,0.6923076923076923,0.6666666666666666,0.3333333333333333,0.5833333333333334
random--la410,0.6,0.6363636363636364,0.7272727272727273,0.7272727272727273,0.45454545454545453,0.5454545454545454,0.45454545454545453,0.45454545454545453,0.5454545454545454,0.5,0.7,0.8,0.7272727272727273,0.5833333333333334,0.5454545454545454,0.5,0.5454545454545454,0.7,0.6666666666666666,1.0,0.6363636363636364,0.5,0.7,0.6363636363636364,0.8,0.6363636363636364,0.5384615384615384,0.8,0.4,0.5454545454545454
random--la419,0.45454545454545453,0.5,0.5833333333333334,0.5833333333333334,0.45454545454545453,0.5454545454545454,0.3333333333333333,0.3333333333333333,0.5454545454545454,0.6363636363636364,0.8888888888888888,0.6363636363636364,0.5833333333333334,0.7272727272727273,0.7,0.8,0.5454545454545454,0.4166666666666667,0.6666666666666666,0.6363636363636364,1.0,0.6363636363636364,0.8888888888888888,0.5,0.8,0.5,0.8181818181818182,0.8,0.4,0.5454545454545454
random--la433,0.45454545454545453,0.5,0.46153846153846156,0.46153846153846156,0.3333333333333333,0.3076923076923077,0.23076923076923078,0.23076923076923078,0.3076923076923077,0.6363636363636364,0.5454545454545454,0.5,0.5833333333333334,0.46153846153846156,0.4166666666666667,0.6363636363636364,0.4166666666666667,0.3076923076923077,0.5384615384615384,0.5,0.6363636363636364,1.0,0.5454545454545454,0.6363636363636364,0.6363636363636364,0.38461538461538464,0.6666666666666666,0.6363636363636364,0.4,0.4166666666666667
random--la52,0.5,0.5454545454545454,0.6363636363636364,0.6363636363636364,0.5,0.6,0.36363636363636365,0.36363636363636365,0.6,0.5454545454545454,1.0,0.7,0.6363636363636364,0.6363636363636364,0.7777777777777778,0.7,0.45454545454545453,0.45454545454545453,0.5833333333333334,0.7,0.8888888888888888,0.5454545454545454,1.0,0.5454545454545454,0.8888888888888888,0.5454545454545454,0.7272727272727273,0.7,0.4444444444444444,0.6
random--la518,0.3333333333333333,0.6363636363636364,0.5833333333333334,0.5833333333333334,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.6363636363636364,0.5454545454545454,0.5,0.7272727272727273,0.46153846153846156,0.5454545454545454,0.6363636363636364,0.3076923076923077,0.5454545454545454,0.5384615384615384,0.6363636363636364,0.5,0.6363636363636364,0.5454545454545454,1.0,0.6363636363636364,0.5,0.6666666666666666,0.6363636363636364,0.2727272727272727,0.5454545454545454
random--la62,0.6,0.6363636363636364,0.7272727272727273,0.7272727272727273,0.45454545454545453,0.5454545454545454,0.45454545454545453,0.45454545454545453,0.5454545454545454,0.6363636363636364,0.8888888888888888,0.8,0.7272727272727273,0.5833333333333334,0.7,0.6363636363636364,0.5454545454545454,0.5454545454545454,0.6666666666666666,0.8,0.8,0.6363636363636364,0.8888888888888888,0.6363636363636364,1.0,0.6363636363636364,0.6666666666666666,0.8,0.4,0.5454545454545454
random--la733,0.6,0.6363636363636364,0.7272727272727273,0.7272727272727273,0.6,0.7,0.7777777777777778,0.7777777777777778,0.7,0.5,0.5454545454545454,0.8,0.7272727272727273,0.5833333333333334,0.7,0.5,0.7,0.7,0.8181818181818182,0.6363636363636364,0.5,0.38461538461538464,0.5454545454545454,0.5,0.6363636363636364,1.0,0.5384615384615384,0.5,0.4,0.5454545454545454
random--la819,0.38461538461538464,0.5384615384615384,0.6153846153846154,0.6153846153846154,0.5,0.5833333333333334,0.38461538461538464,0.38461538461538464,0.5833333333333334,0.6666666666666666,0.7272727272727273,0.5384615384615384,0.6153846153846154,0.75,0.7272727272727273,0.8181818181818182,0.46153846153846156,0.46153846153846156,0.6923076923076923,0.5384615384615384,0.8181818181818182,0.6666666666666666,0.7272727272727273,0.6666666666666666,0.6666666666666666,0.5384615384615384,1.0,0.6666666666666666,0.3333333333333333,0.5833333333333334
random--la824,0.45454545454545453,0.5,0.5833333333333334,0.5833333333333334,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.6363636363636364,0.7,0.6363636363636364,0.5833333333333334,0.5833333333333334,0.5454545454545454,0.6363636363636364,0.5454545454545454,0.5454545454545454,0.6666666666666666,0.8,0.8,0.6363636363636364,0.7,0.6363636363636364,0.8,0.5,0.6666666666666666,1.0,0.2727272727272727,0.4166666666666667
random--la916,0.3333333333333333,0.4,0.36363636363636365,0.36363636363636365,0.5,0.4444444444444444,0.2,0.2,0.3,0.2727272727272727,0.4444444444444444,0.4,0.5,0.36363636363636365,0.3,0.4,0.3,0.3,0.3333333333333333,0.4,0.4,0.4,0.4444444444444444,0.2727272727272727,0.4,0.4,0.3333333333333333,0.2727272727272727,1.0,0.625
random--la926,0.36363636363636365,0.7,0.6363636363636364,0.6363636363636364,0.5,0.6,0.36363636363636365,0.36363636363636365,0.6,0.5454545454545454,0.6,0.5454545454545454,0.8,0.6363636363636364,0.6,0.7,0.3333333333333333,0.6,0.5833333333333334,0.5454545454545454,0.5454545454545454,0.4166666666666667,0.6,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5833333333333334,0.4166666666666667,0.625,1.0
