road,one-plus-o27,one-plus-o222,one-plus-o239,one-plus-o34,one-plus-o36,one-plus-o37,one-plus-o318,one-plus-o334,one-plus-o344,one-plus-o356,one-plus-o360,one-plus-o365,one-plus-o368,random--la115,random--la1014,random--la1024,random--la24,random--la26,random--la410,random--la434,random--la438,random--la523,random--la65,random--la68,random--la630,random--la76,random--la726,random--la731,random--la82,random--la920
random--la24,0.90234375,0.9140625,0.921875,0.9609375,0.96484375,0.96484375,0.95703125,0.95703125,0.96484375,0.94921875,0.9453125,0.96875,0.94140625,0.9140625,0.97265625,0.92578125,1.0,0.94921875,0.953125,0.95703125,0.90625,0.90625,0.9296875,0.953125,0.96484375,0.96484375,0.93359375,0.953125,0.90625,0.95703125
random--la26,0.890625,0.93359375,0.90234375,0.92578125,0.9296875,0.9296875,0.9296875,0.921875,0.9296875,0.9140625,0.92578125,0.93359375,0.921875,0.88671875,0.9375,0.9296875,0.94921875,1.0,0.93359375,0.921875,0.94140625,0.91015625,0.91015625,0.93359375,0.9375,0.9609375,0.9140625,0.93359375,0.88671875,0.9375
random--la410,0.90234375,0.9140625,0.9296875,0.953125,0.95703125,0.95703125,0.98046875,0.96484375,0.95703125,0.94140625,0.96875,0.9609375,0.97265625,0.90625,0.96484375,0.94140625,0.953125,0.93359375,1.0,0.94921875,0.90625,0.90625,0.9375,0.984375,0.94921875,0.96484375,0.94921875,0.9453125,0.921875,0.98828125
random--la434,0.859375,0.87109375,0.92578125,0.98046875,0.984375,0.9921875,0.96875,0.9609375,0.984375,0.9921875,0.96484375,0.96484375,0.96875,0.94921875,0.984375,0.8984375,0.95703125,0.921875,0.94921875,1.0,0.88671875,0.87890625,0.91015625,0.95703125,0.9453125,0.9453125,0.9296875,0.91015625,0.88671875,0.9609375
random--la438,0.87109375,0.890625,0.875,0.8984375,0.90234375,0.89453125,0.90234375,0.88671875,0.89453125,0.87890625,0.90625,0.8984375,0.89453125,0.859375,0.90234375,0.92578125,0.90625,0.94140625,0.90625,0.88671875,1.0,0.8671875,0.8828125,0.90625,0.89453125,0.91015625,0.89453125,0.8984375,0.890625,0.91015625
random--la523,0.90234375,0.90625,0.9140625,0.8828125,0.88671875,0.88671875,0.89453125,0.88671875,0.88671875,0.87109375,0.890625,0.8984375,0.88671875,0.8359375,0.89453125,0.88671875,0.90625,0.91015625,0.90625,0.87890625,0.8671875,1.0,0.9296875,0.8984375,0.87890625,0.91015625,0.87890625,0.890625,0.921875,0.90234375
random--la65,0.90234375,0.8984375,0.9296875,0.921875,0.91796875,0.91796875,0.91796875,0.92578125,0.92578125,0.91796875,0.9140625,0.9375,0.91796875,0.8828125,0.92578125,0.88671875,0.9296875,0.91015625,0.9375,0.91015625,0.8828125,0.9296875,1.0,0.9296875,0.91015625,0.93359375,0.91015625,0.90625,0.9296875,0.93359375
random--la68,0.89453125,0.90625,0.9296875,0.9609375,0.96484375,0.96484375,0.98828125,0.95703125,0.96484375,0.94921875,0.96875,0.9609375,0.97265625,0.9140625,0.97265625,0.93359375,0.953125,0.93359375,0.984375,0.95703125,0.90625,0.8984375,0.9296875,1.0,0.94140625,0.96484375,0.94921875,0.9453125,0.9140625,0.98828125
random--la630,0.8828125,0.91796875,0.89453125,0.94140625,0.9453125,0.953125,0.9453125,0.9453125,0.9453125,0.9375,0.92578125,0.94921875,0.9296875,0.90234375,0.953125,0.9296875,0.96484375,0.9375,0.94921875,0.9453125,0.89453125,0.87890625,0.91015625,0.94140625,1.0,0.953125,0.90625,0.94921875,0.87890625,0.9453125
random--la76,0.890625,0.91796875,0.91796875,0.94921875,0.953125,0.953125,0.953125,0.9609375,0.953125,0.9375,0.94140625,0.96484375,0.9375,0.90234375,0.9609375,0.9296875,0.96484375,0.9609375,0.96484375,0.9453125,0.91015625,0.91015625,0.93359375,0.96484375,0.953125,1.0,0.9296875,0.94140625,0.90234375,0.96875
random--la726,0.875,0.88671875,0.91796875,0.93359375,0.9453125,0.9375,0.9453125,0.921875,0.9296875,0.921875,0.95703125,0.92578125,0.9453125,0.90234375,0.9375,0.9140625,0.93359375,0.9140625,0.94921875,0.9296875,0.89453125,0.87890625,0.91015625,0.94921875,0.90625,0.9296875,1.0,0.94140625,0.91796875,0.9453125
random--la731,0.90234375,0.9296875,0.90625,0.921875,0.92578125,0.91796875,0.94140625,0.91796875,0.91796875,0.90234375,0.9296875,0.9296875,0.92578125,0.8671875,0.92578125,0.94140625,0.953125,0.93359375,0.9453125,0.91015625,0.8984375,0.890625,0.90625,0.9453125,0.94921875,0.94140625,0.94140625,1.0,0.921875,0.94140625
random--la82,0.90234375,0.890625,0.953125,0.8984375,0.90234375,0.89453125,0.91015625,0.89453125,0.89453125,0.87890625,0.9140625,0.90625,0.90234375,0.8515625,0.90234375,0.90234375,0.90625,0.88671875,0.921875,0.88671875,0.890625,0.921875,0.9296875,0.9140625,0.87890625,0.90234375,0.91796875,0.921875,1.0,0.91796875
random--la920,0.8984375,0.90234375,0.93359375,0.96484375,0.96875,0.96875,0.984375,0.96875,0.96875,0.953125,0.97265625,0.96484375,0.96875,0.91796875,0.9765625,0.9296875,0.95703125,0.9375,0.98828125,0.9609375,0.91015625,0.90234375,0.93359375,0.98828125,0.9453125,0.96875,0.9453125,0.94140625,0.91796875,1.0
