road,one-plus-o29,random--la114,random--la123,random--la1014,random--la1017,random--la1021,random--la1022,random--la214,random--la231,random--la232,random--la314,random--la413,random--la425,random--la430,random--la435,random--la52,random--la519,random--la523,random--la531,random--la68,random--la614,random--la635,random--la653,random--la654,random--la655,random--la658,random--la661,random--la732,random--la83,random--la828
random--la314,0.91015625,0.91015625,0.88671875,0.89453125,0.90234375,0.94921875,0.87890625,0.91015625,0.9140625,0.90234375,1.0,0.87109375,0.92578125,0.90625,0.8984375,0.92578125,0.8984375,0.890625,0.859375,0.90625,0.88671875,0.91796875,0.9140625,0.85546875,0.921875,0.90625,0.9140625,0.9609375,0.90625,0.91796875
random--la413,0.828125,0.8984375,0.890625,0.90625,0.8984375,0.8828125,0.8828125,0.890625,0.91015625,0.8984375,0.87109375,1.0,0.9140625,0.88671875,0.90234375,0.890625,0.87890625,0.87890625,0.87109375,0.90234375,0.8515625,0.90625,0.88671875,0.875,0.85546875,0.90234375,0.91015625,0.88671875,0.87109375,0.8671875
random--la425,0.890625,0.9609375,0.9453125,0.9609375,0.9453125,0.9453125,0.9140625,0.9609375,0.94921875,0.9453125,0.92578125,0.9140625,1.0,0.95703125,0.94921875,0.921875,0.94140625,0.90234375,0.91796875,0.96484375,0.8828125,0.9453125,0.95703125,0.8984375,0.91015625,0.96484375,0.97265625,0.93359375,0.91796875,0.9296875
random--la430,0.88671875,0.97265625,0.96484375,0.98046875,0.94921875,0.93359375,0.93359375,0.98828125,0.9453125,0.94140625,0.90625,0.88671875,0.95703125,1.0,0.953125,0.91796875,0.9765625,0.8984375,0.9296875,0.984375,0.89453125,0.96484375,0.9921875,0.91015625,0.90625,0.96875,0.9609375,0.90625,0.921875,0.95703125
random--la435,0.86328125,0.94921875,0.94921875,0.95703125,0.92578125,0.91796875,0.91015625,0.94140625,0.9296875,0.92578125,0.8984375,0.90234375,0.94921875,0.953125,1.0,0.90234375,0.9296875,0.8828125,0.9140625,0.953125,0.86328125,0.92578125,0.953125,0.87890625,0.8828125,0.9375,0.9453125,0.90625,0.8984375,0.92578125
random--la52,0.9140625,0.8984375,0.8828125,0.8984375,0.9140625,0.9453125,0.9140625,0.9140625,0.91015625,0.921875,0.92578125,0.890625,0.921875,0.91796875,0.90234375,1.0,0.91015625,0.90234375,0.86328125,0.92578125,0.8984375,0.9296875,0.91015625,0.875,0.93359375,0.91796875,0.91015625,0.91796875,0.90234375,0.9140625
random--la519,0.90234375,0.95703125,0.94140625,0.95703125,0.94921875,0.92578125,0.94921875,0.97265625,0.9296875,0.95703125,0.8984375,0.87890625,0.94140625,0.9765625,0.9296875,0.91015625,1.0,0.9140625,0.921875,0.9609375,0.90234375,0.94921875,0.96875,0.91796875,0.921875,0.953125,0.9453125,0.8984375,0.921875,0.95703125
random--la523,0.87109375,0.89453125,0.87890625,0.89453125,0.90234375,0.91796875,0.92578125,0.89453125,0.890625,0.89453125,0.890625,0.87890625,0.90234375,0.8984375,0.8828125,0.90234375,0.9140625,1.0,0.859375,0.8984375,0.88671875,0.90234375,0.8984375,0.91796875,0.9140625,0.8984375,0.90625,0.890625,0.9140625,0.88671875
random--la531,0.83984375,0.93359375,0.91796875,0.93359375,0.92578125,0.88671875,0.87109375,0.93359375,0.90625,0.89453125,0.859375,0.87109375,0.91796875,0.9296875,0.9140625,0.86328125,0.921875,0.859375,1.0,0.921875,0.83984375,0.91015625,0.9296875,0.87109375,0.859375,0.9296875,0.9296875,0.875,0.875,0.90234375
random--la68,0.89453125,0.96484375,0.95703125,0.97265625,0.94921875,0.93359375,0.94140625,0.98046875,0.953125,0.94921875,0.90625,0.90234375,0.96484375,0.984375,0.953125,0.92578125,0.9609375,0.8984375,0.921875,1.0,0.88671875,0.96484375,0.9765625,0.90234375,0.90625,0.9765625,0.96875,0.9140625,0.921875,0.94921875
random--la614,0.890625,0.875,0.8671875,0.875,0.8828125,0.90625,0.8828125,0.890625,0.87890625,0.8828125,0.88671875,0.8515625,0.8828125,0.89453125,0.86328125,0.8984375,0.90234375,0.88671875,0.83984375,0.88671875,1.0,0.8984375,0.88671875,0.8828125,0.89453125,0.88671875,0.87109375,0.89453125,0.88671875,0.8984375
random--la635,0.890625,0.9453125,0.9296875,0.9453125,0.9375,0.9453125,0.921875,0.9609375,0.96484375,0.9375,0.91796875,0.90625,0.9453125,0.96484375,0.92578125,0.9296875,0.94921875,0.90234375,0.91015625,0.96484375,0.8984375,1.0,0.95703125,0.90625,0.91015625,0.96484375,0.94921875,0.91015625,0.91796875,0.9296875
random--la653,0.88671875,0.98046875,0.97265625,0.98046875,0.94921875,0.93359375,0.92578125,0.98828125,0.9375,0.93359375,0.9140625,0.88671875,0.95703125,0.9921875,0.953125,0.91015625,0.96875,0.8984375,0.9296875,0.9765625,0.88671875,0.95703125,1.0,0.91015625,0.90625,0.96875,0.9609375,0.9140625,0.9296875,0.95703125
random--la654,0.8828125,0.9140625,0.8984375,0.90625,0.90625,0.8828125,0.9140625,0.90625,0.88671875,0.90625,0.85546875,0.875,0.8984375,0.91015625,0.87890625,0.875,0.91796875,0.91796875,0.87109375,0.90234375,0.8828125,0.90625,0.91015625,1.0,0.89453125,0.91796875,0.91796875,0.86328125,0.91796875,0.890625
random--la655,0.91015625,0.89453125,0.87890625,0.88671875,0.91015625,0.92578125,0.91015625,0.91015625,0.8984375,0.91015625,0.921875,0.85546875,0.91015625,0.90625,0.8828125,0.93359375,0.921875,0.9140625,0.859375,0.90625,0.89453125,0.91015625,0.90625,0.89453125,1.0,0.8984375,0.8984375,0.90625,0.9296875,0.91796875
random--la658,0.90234375,0.96484375,0.96484375,0.96484375,0.94921875,0.93359375,0.92578125,0.97265625,0.953125,0.94140625,0.90625,0.90234375,0.96484375,0.96875,0.9375,0.91796875,0.953125,0.8984375,0.9296875,0.9765625,0.88671875,0.96484375,0.96875,0.91796875,0.8984375,1.0,0.96875,0.9140625,0.9296875,0.94140625
random--la661,0.88671875,0.98046875,0.95703125,0.97265625,0.95703125,0.93359375,0.92578125,0.96484375,0.953125,0.93359375,0.9140625,0.91015625,0.97265625,0.9609375,0.9453125,0.91015625,0.9453125,0.90625,0.9296875,0.96875,0.87109375,0.94921875,0.9609375,0.91796875,0.8984375,0.96875,1.0,0.9296875,0.921875,0.93359375
random--la732,0.90234375,0.92578125,0.91015625,0.91796875,0.91015625,0.94140625,0.87890625,0.91796875,0.9296875,0.89453125,0.9609375,0.88671875,0.93359375,0.90625,0.90625,0.91796875,0.8984375,0.890625,0.875,0.9140625,0.89453125,0.91015625,0.9140625,0.86328125,0.90625,0.9140625,0.9296875,1.0,0.90625,0.91796875
random--la83,0.87890625,0.91796875,0.91015625,0.91015625,0.93359375,0.91015625,0.92578125,0.92578125,0.890625,0.91015625,0.90625,0.87109375,0.91796875,0.921875,0.8984375,0.90234375,0.921875,0.9140625,0.875,0.921875,0.88671875,0.91796875,0.9296875,0.91796875,0.9296875,0.9296875,0.921875,0.90625,1.0,0.94921875
random--la828,0.8984375,0.9453125,0.9375,0.9375,0.953125,0.921875,0.921875,0.9609375,0.91015625,0.9296875,0.91796875,0.8671875,0.9296875,0.95703125,0.92578125,0.9140625,0.95703125,0.88671875,0.90234375,0.94921875,0.8984375,0.9296875,0.95703125,0.890625,0.91796875,0.94140625,0.93359375,0.91796875,0.94921875,1.0
